ally_top,ally_jungle,ally_mid,ally_adc,ally_supp,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_supp,target_win
48,20,39,523,412,98,113,8,498,147,0
48,20,39,523,412,98,113,8,-1,147,0
-1,20,39,-1,-1,-1,113,-1,-1,147,0
-1,-1,-1,-1,-1,98,-1,-1,498,-1,0
54,233,103,21,50,777,104,893,145,497,0
-1,-1,-1,21,50,-1,104,-1,-1,497,0
-1,-1,-1,-1,50,777,-1,-1,-1,-1,0
54,233,103,21,-1,-1,104,893,145,497,0
777,104,893,145,497,54,233,103,21,50,1
777,104,893,145,-1,54,233,103,21,50,1
-1,-1,893,145,-1,54,-1,-1,-1,-1,1
777,104,893,-1,497,-1,233,-1,21,50,1
240,64,711,18,25,27,904,39,29,117,0
240,64,711,18,-1,-1,-1,-1,29,117,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,117,0
-1,-1,-1,-1,25,-1,904,-1,29,-1,0
27,904,39,29,117,240,64,711,18,25,1
27,-1,39,-1,-1,240,-1,-1,-1,25,1
-1,-1,-1,-1,-1,240,-1,-1,-1,-1,1
27,-1,39,-1,-1,-1,64,-1,-1,25,1
83,233,805,51,267,126,113,3,21,37,1
83,233,-1,-1,-1,-1,113,-1,21,-1,1
83,-1,805,-1,267,126,113,3,21,37,1
-1,-1,-1,51,267,-1,113,-1,21,-1,1
126,113,3,21,37,83,233,805,51,267,0
-1,-1,-1,21,37,83,233,805,51,267,0
-1,-1,-1,21,37,-1,-1,-1,-1,-1,0
126,113,3,21,37,-1,233,805,-1,267,0
48,9,85,81,235,122,31,157,804,26,1
-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1
48,9,-1,-1,235,122,31,157,804,26,1
-1,9,85,81,-1,-1,-1,157,804,-1,1
122,31,157,804,26,48,9,85,81,235,0
122,31,157,-1,26,48,9,-1,-1,235,0
-1,31,-1,-1,26,-1,-1,-1,81,235,0
122,31,-1,-1,26,48,9,85,81,235,0
58,113,55,45,101,150,876,103,119,25,0
-1,113,55,45,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,119,-1,0
58,-1,55,45,101,-1,876,103,119,25,0
150,876,103,119,25,58,113,55,45,101,1
-1,-1,-1,-1,-1,-1,-1,55,-1,-1,1
-1,876,103,119,25,-1,113,-1,45,-1,1
-1,-1,103,-1,-1,58,113,-1,45,101,1
82,121,101,51,45,58,245,134,67,1,1
-1,-1,-1,-1,-1,58,-1,-1,-1,-1,1
82,121,101,51,-1,-1,245,-1,-1,-1,1
82,121,-1,51,45,-1,245,-1,-1,-1,1
58,245,134,67,1,82,121,101,51,45,0
58,245,-1,67,1,82,121,101,51,45,0
58,-1,-1,67,-1,-1,121,101,-1,-1,0
58,245,134,67,1,82,-1,101,51,45,0
904,121,805,145,201,799,30,8,202,235,0
904,121,805,145,201,799,-1,8,202,235,0
-1,-1,805,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,8,-1,-1,0
799,30,8,202,235,904,121,805,145,201,1
-1,30,-1,-1,-1,904,-1,-1,-1,201,1
-1,30,8,-1,-1,-1,-1,805,-1,-1,1
799,30,-1,202,235,904,121,805,145,-1,1
223,64,245,222,902,83,266,34,21,37,0
-1,64,245,-1,902,83,-1,-1,21,-1,0
-1,64,245,-1,-1,83,-1,-1,-1,-1,0
223,64,245,222,902,83,266,-1,21,37,0
83,266,34,21,37,223,64,245,222,902,1
-1,-1,-1,-1,-1,-1,-1,245,-1,-1,1
83,266,34,-1,37,-1,64,245,222,-1,1
-1,-1,-1,-1,-1,223,-1,-1,-1,-1,1
150,24,238,804,117,8,141,105,202,43,0
150,24,-1,804,117,8,141,105,202,43,0
-1,24,-1,804,-1,-1,141,-1,202,-1,0
150,-1,-1,-1,117,-1,-1,105,-1,-1,0
8,141,105,202,43,150,24,238,804,117,1
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
8,141,-1,202,43,150,24,238,804,117,1
8,141,105,202,43,150,-1,238,804,117,1
240,266,805,202,526,14,887,157,804,117,0
-1,-1,805,-1,526,-1,-1,-1,-1,-1,0
-1,-1,805,-1,-1,-1,-1,157,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,157,-1,-1,0
14,887,157,804,117,240,266,805,202,526,1
-1,887,-1,804,-1,240,-1,805,-1,-1,1
-1,-1,157,804,117,240,-1,805,202,526,1
-1,887,-1,-1,-1,240,266,-1,-1,-1,1
58,9,112,523,201,904,77,4,202,111,0
-1,-1,-1,-1,-1,-1,77,-1,202,111,0
58,9,112,523,201,904,77,4,-1,-1,0
58,-1,112,523,-1,904,77,4,-1,-1,0
904,77,4,202,111,58,9,112,523,201,1
-1,77,-1,202,111,58,9,-1,523,-1,1
904,-1,4,202,111,58,9,-1,523,201,1
-1,-1,-1,-1,111,58,9,-1,523,-1,1
79,120,45,119,223,83,141,245,804,350,0
-1,-1,-1,119,-1,-1,-1,245,-1,-1,0
79,120,45,-1,223,-1,141,-1,-1,350,0
-1,120,45,119,-1,83,141,245,-1,350,0
83,141,245,804,350,79,120,45,119,223,1
83,141,-1,804,-1,79,120,-1,-1,223,1
-1,-1,-1,-1,-1,-1,120,-1,119,-1,1
-1,-1,-1,-1,-1,79,-1,45,-1,-1,1
92,20,950,21,25,58,233,45,145,40,1
92,-1,-1,21,25,-1,233,-1,145,-1,1
-1,20,950,21,25,58,233,45,-1,40,1
92,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
58,233,45,145,40,92,20,950,21,25,0
58,233,45,145,40,92,-1,-1,21,-1,0
58,-1,45,-1,-1,-1,20,-1,-1,-1,0
-1,-1,45,145,-1,-1,20,950,21,25,0
86,121,105,498,29,150,876,8,51,267,1
86,121,-1,498,29,150,876,8,-1,267,1
-1,-1,105,-1,-1,-1,-1,-1,51,267,1
86,-1,-1,498,-1,-1,876,8,-1,267,1
150,876,8,51,267,86,121,105,498,29,0
150,876,8,-1,267,-1,121,105,498,29,0
-1,876,-1,51,267,86,-1,105,-1,29,0
150,876,-1,51,-1,-1,-1,105,498,29,0
83,121,134,22,432,266,246,45,145,147,1
-1,-1,-1,-1,432,-1,-1,-1,-1,147,1
-1,-1,-1,-1,432,-1,-1,-1,145,147,1
-1,-1,-1,22,-1,-1,246,45,-1,-1,1
266,246,45,145,147,83,121,134,22,432,0
266,246,-1,145,-1,-1,-1,-1,22,-1,0
266,246,45,145,147,83,-1,-1,22,-1,0
266,-1,-1,-1,-1,-1,121,134,-1,432,0
83,35,80,115,412,48,234,127,498,30,0
-1,35,80,115,-1,48,234,127,-1,30,0
-1,-1,80,-1,-1,48,-1,-1,-1,-1,0
-1,35,80,-1,412,-1,234,127,-1,30,0
48,234,127,498,30,83,35,80,115,412,1
48,-1,127,-1,30,83,35,-1,-1,412,1
-1,-1,-1,-1,-1,-1,-1,80,-1,412,1
-1,-1,127,-1,-1,83,-1,-1,115,412,1
17,234,157,235,497,86,107,61,18,89,1
17,-1,-1,-1,-1,-1,107,-1,-1,-1,1
-1,-1,157,235,497,-1,107,61,-1,89,1
17,-1,-1,-1,-1,-1,107,61,18,-1,1
86,107,61,18,89,17,234,157,235,497,0
-1,-1,61,18,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,235,-1,0
-1,-1,-1,18,-1,-1,-1,157,-1,-1,0
17,20,75,222,25,122,59,101,202,111,1
-1,-1,75,222,25,122,59,101,-1,111,1
17,20,-1,-1,25,-1,-1,-1,-1,-1,1
17,20,75,222,25,122,-1,101,202,111,1
122,59,101,202,111,17,20,75,222,25,0
122,59,-1,-1,-1,-1,-1,-1,-1,-1,0
122,59,101,202,111,17,-1,75,222,-1,0
-1,59,-1,-1,-1,-1,-1,-1,222,-1,0
98,517,157,800,267,86,54,245,51,201,0
98,517,-1,-1,267,-1,54,245,51,201,0
-1,-1,157,-1,267,86,-1,-1,-1,201,0
98,-1,-1,800,267,86,-1,-1,51,201,0
86,54,245,51,201,98,517,157,800,267,1
86,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
86,54,245,51,-1,98,-1,-1,800,267,1
86,54,-1,51,201,-1,-1,-1,-1,-1,1
82,32,133,145,902,86,245,777,29,350,1
82,-1,133,145,-1,86,245,777,29,350,1
82,-1,-1,145,-1,-1,245,-1,29,-1,1
-1,-1,-1,145,-1,86,245,777,29,350,1
86,245,777,29,350,82,32,133,145,902,0
86,245,777,29,-1,-1,32,133,-1,902,0
86,245,777,29,350,82,32,-1,145,902,0
-1,245,777,-1,-1,82,32,133,-1,-1,0
19,31,142,81,555,75,76,238,21,267,1
19,31,-1,81,-1,75,76,238,-1,-1,1
19,-1,142,81,-1,-1,76,-1,-1,-1,1
19,31,142,-1,-1,-1,-1,-1,-1,-1,1
75,76,238,21,267,19,31,142,81,555,0
-1,-1,-1,-1,-1,-1,-1,-1,81,555,0
75,-1,-1,-1,-1,-1,-1,142,-1,-1,0
-1,-1,238,-1,267,-1,31,-1,81,555,0
82,141,84,145,80,17,64,103,895,412,0
82,141,-1,145,-1,17,64,103,895,412,0
82,141,-1,145,80,17,-1,103,895,412,0
82,-1,-1,145,80,17,64,103,-1,412,0
17,64,103,895,412,82,141,84,145,80,1
-1,-1,103,895,412,-1,-1,-1,-1,80,1
17,64,103,-1,412,82,141,84,-1,-1,1
17,64,103,895,412,-1,141,84,-1,-1,1
58,106,777,67,16,2,56,517,18,37,0
-1,106,-1,-1,16,2,-1,517,-1,-1,0
-1,106,-1,-1,-1,-1,-1,-1,18,-1,0
-1,-1,-1,-1,-1,-1,-1,517,-1,-1,0
2,56,517,18,37,58,106,777,67,16,1
-1,-1,-1,18,-1,58,-1,-1,-1,-1,1
2,-1,-1,18,37,-1,106,-1,67,16,1
2,56,-1,18,37,-1,106,777,67,-1,1
67,104,112,202,43,875,9,45,222,147,1
-1,-1,-1,-1,-1,-1,-1,45,-1,147,1
67,104,112,202,-1,875,9,45,222,147,1
67,104,-1,-1,43,875,9,45,222,147,1
875,9,45,222,147,67,104,112,202,43,0
875,9,-1,222,-1,-1,-1,-1,-1,-1,0
875,9,45,222,-1,67,104,112,202,43,0
-1,-1,45,222,-1,-1,104,-1,-1,-1,0
62,54,711,804,235,58,141,134,22,16,1
-1,-1,711,-1,235,58,141,134,22,16,1
-1,54,711,804,-1,58,141,-1,22,-1,1
62,54,711,804,235,-1,141,134,22,-1,1
58,141,134,22,16,62,54,711,804,235,0
-1,-1,-1,22,-1,62,-1,711,-1,-1,0
58,141,134,22,16,62,54,711,804,-1,0
-1,141,-1,-1,16,-1,-1,711,-1,-1,0
58,105,777,236,44,11,141,910,29,164,0
58,-1,777,-1,44,-1,-1,910,-1,164,0
-1,-1,-1,-1,44,-1,-1,910,-1,-1,0
58,-1,777,236,-1,11,-1,-1,-1,164,0
11,141,910,29,164,58,105,777,236,44,1
-1,141,910,29,164,58,-1,777,-1,44,1
11,141,-1,-1,-1,-1,105,777,-1,44,1
11,141,-1,29,-1,-1,-1,777,-1,-1,1
904,56,711,21,89,233,246,13,145,412,1
-1,-1,711,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,21,89,233,-1,-1,-1,-1,1
904,-1,-1,-1,89,-1,-1,-1,145,-1,1
233,246,13,145,412,904,56,711,21,89,0
233,-1,13,145,-1,-1,-1,-1,21,89,0
-1,-1,-1,-1,412,904,56,711,-1,89,0
-1,246,-1,-1,-1,-1,-1,711,-1,-1,0
2,11,55,18,526,23,233,157,202,63,1
-1,-1,-1,18,526,23,-1,157,202,63,1
-1,-1,-1,-1,-1,-1,-1,-1,202,-1,1
2,11,55,-1,526,23,-1,-1,202,63,1
23,233,157,202,63,2,11,55,18,526,0
23,233,157,202,63,2,11,55,-1,526,0
23,233,157,-1,63,2,11,-1,-1,-1,0
23,233,-1,202,63,-1,-1,55,18,526,0
17,107,131,804,432,86,106,13,51,25,1
-1,107,131,804,432,86,106,13,-1,25,1
17,-1,131,804,432,86,-1,-1,51,25,1
17,107,131,-1,-1,86,-1,-1,-1,-1,1
86,106,13,51,25,17,107,131,804,432,0
86,-1,-1,51,-1,17,-1,131,804,432,0
-1,-1,-1,-1,-1,17,107,-1,804,432,0
86,-1,13,51,-1,17,-1,131,-1,-1,0
55,517,777,51,143,85,9,157,21,902,1
55,-1,-1,-1,-1,-1,9,157,21,902,1
-1,-1,-1,-1,-1,-1,-1,157,-1,902,1
55,-1,777,-1,143,85,-1,-1,21,902,1
85,9,157,21,902,55,517,777,51,143,0
85,9,-1,21,902,-1,517,777,51,143,0
-1,-1,-1,-1,902,-1,-1,-1,-1,-1,0
85,9,-1,-1,902,55,517,777,51,143,0
86,238,90,236,26,41,32,245,18,40,0
86,238,90,-1,26,41,32,245,18,40,0
-1,-1,90,-1,26,-1,-1,-1,-1,40,0
86,238,90,236,-1,41,32,245,18,40,0
41,32,245,18,40,86,238,90,236,26,1
41,32,245,18,40,86,238,-1,236,-1,1
41,-1,245,-1,40,86,238,90,236,26,1
41,-1,-1,18,-1,-1,-1,90,236,-1,1
887,24,127,115,235,2,233,7,901,412,1
887,24,127,115,235,2,233,7,901,-1,1
-1,-1,-1,115,-1,-1,-1,-1,-1,412,1
887,-1,127,-1,235,-1,233,-1,-1,412,1
2,233,7,901,412,887,24,127,115,235,0
2,233,-1,901,412,887,-1,127,115,235,0
-1,233,-1,901,-1,-1,-1,-1,115,-1,0
2,233,-1,-1,-1,-1,24,-1,115,235,0
80,102,103,51,26,41,9,777,18,517,0
80,102,103,51,26,-1,9,-1,18,517,0
80,102,103,51,-1,41,-1,777,18,517,0
-1,102,-1,51,26,41,-1,-1,-1,-1,0
41,9,777,18,517,80,102,103,51,26,1
-1,-1,-1,-1,-1,80,-1,-1,-1,-1,1
-1,-1,777,-1,517,-1,-1,103,-1,-1,1
-1,-1,777,-1,-1,-1,-1,-1,51,-1,1
150,517,157,145,111,8,9,777,147,412,1
150,-1,157,-1,111,8,-1,777,-1,-1,1
-1,517,157,-1,-1,8,-1,-1,147,-1,1
-1,-1,-1,-1,111,-1,9,-1,147,-1,1
8,9,777,147,412,150,517,157,145,111,0
-1,9,777,147,412,150,517,157,145,-1,0
8,9,777,147,412,150,-1,157,145,111,0
8,-1,-1,-1,412,-1,-1,-1,-1,111,0
114,24,84,202,143,62,56,134,222,26,0
-1,24,-1,-1,143,62,-1,-1,222,-1,0
114,24,-1,202,143,62,-1,134,222,26,0
-1,-1,-1,-1,-1,-1,-1,-1,222,26,0
62,56,134,222,26,114,24,84,202,143,1
62,56,134,222,26,114,-1,-1,202,143,1
62,-1,-1,-1,-1,-1,-1,84,-1,-1,1
62,56,134,-1,-1,-1,-1,84,-1,-1,1
98,254,103,15,117,39,517,76,22,143,1
-1,-1,-1,15,117,-1,-1,-1,22,143,1
98,-1,103,15,-1,-1,517,-1,-1,143,1
-1,-1,-1,15,-1,39,517,-1,22,143,1
39,517,76,22,143,98,254,103,15,117,0
-1,-1,76,-1,143,-1,-1,-1,-1,-1,0
-1,-1,-1,22,143,-1,-1,-1,15,117,0
39,-1,-1,22,143,-1,254,103,-1,-1,0
8,32,4,81,63,27,2,238,360,89,0
-1,32,-1,-1,-1,27,-1,238,-1,89,0
8,32,4,-1,-1,27,2,238,360,-1,0
-1,-1,-1,-1,-1,-1,-1,238,-1,-1,0
27,2,238,360,89,8,32,4,81,63,1
27,2,238,360,89,8,-1,-1,81,63,1
-1,-1,-1,360,89,8,-1,-1,81,-1,1
27,2,238,-1,89,-1,32,-1,-1,63,1
17,120,81,110,432,516,102,61,51,223,1
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
17,120,81,110,-1,-1,-1,-1,51,-1,1
17,-1,81,110,-1,-1,-1,61,51,223,1
516,102,61,51,223,17,120,81,110,432,0
-1,-1,-1,51,223,-1,-1,-1,-1,-1,0
516,-1,61,-1,-1,-1,-1,-1,110,-1,0
516,102,61,51,223,17,120,81,-1,432,0
875,518,13,81,43,54,120,142,498,143,0
875,518,13,81,43,54,120,142,-1,-1,0
-1,-1,13,81,-1,-1,120,-1,-1,-1,0
-1,-1,-1,81,-1,-1,120,-1,-1,-1,0
54,120,142,498,143,875,518,13,81,43,1
-1,120,142,-1,143,875,518,13,81,43,1
54,120,142,-1,143,875,518,13,81,43,1
54,120,142,498,143,875,518,13,-1,43,1
86,102,245,51,412,114,141,517,18,164,0
86,102,245,51,412,114,-1,-1,-1,164,0
86,102,245,-1,412,114,141,517,-1,164,0
-1,102,245,-1,-1,-1,-1,-1,18,-1,0
114,141,517,18,164,86,102,245,51,412,1
114,-1,517,18,164,86,102,-1,-1,412,1
-1,141,-1,-1,-1,86,102,-1,-1,412,1
-1,-1,-1,-1,164,-1,102,245,-1,412,1
799,17,112,498,50,516,950,99,29,111,0
-1,17,-1,-1,-1,-1,950,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,950,-1,-1,-1,0
-1,17,-1,-1,50,-1,-1,-1,-1,-1,0
516,950,99,29,111,799,17,112,498,50,1
-1,950,-1,29,111,-1,17,112,498,-1,1
-1,950,-1,-1,-1,-1,-1,-1,498,50,1
516,950,99,29,111,799,17,112,-1,50,1
51,254,38,222,12,126,5,517,202,89,1
-1,-1,-1,-1,-1,126,-1,517,202,89,1
-1,-1,38,-1,-1,-1,5,-1,-1,89,1
51,254,38,-1,-1,126,5,517,202,89,1
126,5,517,202,89,51,254,38,222,12,0
-1,5,-1,-1,-1,51,-1,38,222,-1,0
-1,-1,-1,-1,89,-1,-1,-1,-1,-1,0
126,-1,517,202,89,51,254,38,222,12,0
11,876,103,51,555,83,113,3,523,43,1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
11,876,-1,51,-1,83,-1,3,523,-1,1
-1,876,103,51,-1,-1,113,3,-1,-1,1
83,113,3,523,43,11,876,103,51,555,0
-1,-1,-1,-1,-1,-1,-1,103,-1,-1,0
-1,113,3,523,43,11,876,103,51,555,0
83,113,-1,-1,-1,-1,-1,103,-1,555,0
31,32,91,81,99,122,20,90,145,412,1
-1,32,-1,81,99,122,20,90,145,412,1
-1,32,-1,-1,-1,-1,20,-1,-1,-1,1
31,-1,-1,-1,-1,122,-1,90,145,-1,1
122,20,90,145,412,31,32,91,81,99,0
-1,20,90,-1,412,-1,-1,-1,81,-1,0
122,-1,-1,145,412,31,32,-1,81,99,0
-1,-1,90,-1,-1,31,32,-1,-1,99,0
24,54,112,22,412,904,121,42,910,267,1
24,-1,112,-1,-1,-1,-1,-1,-1,-1,1
24,54,112,-1,412,904,-1,42,-1,267,1
-1,-1,-1,-1,412,904,-1,-1,910,267,1
904,121,42,910,267,24,54,112,22,412,0
-1,121,-1,910,267,-1,54,-1,22,-1,0
-1,-1,-1,910,-1,-1,54,112,-1,-1,0
-1,121,-1,910,267,24,-1,112,-1,412,0
23,203,112,202,143,17,62,711,145,22,0
-1,-1,112,-1,143,-1,62,-1,145,22,0
-1,203,112,-1,143,-1,-1,-1,-1,-1,0
23,-1,-1,202,143,-1,-1,711,-1,22,0
17,62,711,145,22,23,203,112,202,143,1
17,62,711,-1,-1,23,203,112,202,143,1
-1,-1,-1,145,22,-1,-1,-1,-1,-1,1
17,-1,-1,-1,-1,-1,-1,-1,202,-1,1
150,107,143,29,117,62,203,134,236,235,1
150,107,143,29,117,62,-1,-1,236,235,1
-1,107,-1,-1,-1,-1,203,-1,-1,-1,1
-1,-1,-1,-1,117,-1,-1,-1,-1,-1,1
62,203,134,236,235,150,107,143,29,117,0
-1,-1,-1,-1,235,-1,-1,143,-1,-1,0
-1,-1,-1,-1,235,150,-1,143,-1,117,0
62,203,134,236,-1,150,107,-1,29,117,0
420,48,711,119,117,86,141,777,910,16,0
420,-1,711,119,117,86,141,-1,-1,16,0
-1,-1,711,-1,-1,-1,141,777,910,-1,0
-1,48,711,119,-1,-1,-1,-1,-1,16,0
86,141,777,910,16,420,48,711,119,117,1
86,141,777,910,16,-1,-1,711,119,117,1
-1,-1,777,910,16,-1,-1,711,119,117,1
86,-1,777,910,16,-1,48,-1,119,117,1
79,234,131,804,89,62,799,103,51,412,1
-1,-1,-1,-1,89,-1,799,-1,-1,-1,1
79,-1,-1,804,-1,62,799,103,-1,-1,1
-1,-1,131,-1,89,62,799,103,51,412,1
62,799,103,51,412,79,234,131,804,89,0
62,-1,103,-1,412,-1,-1,131,-1,89,0
62,-1,-1,51,412,79,234,-1,804,-1,0
-1,-1,-1,-1,-1,-1,-1,131,-1,-1,0
92,54,245,523,432,893,32,131,110,254,1
92,-1,-1,-1,-1,893,-1,-1,-1,254,1
-1,54,-1,-1,432,-1,-1,-1,110,-1,1
92,54,245,523,-1,893,32,131,110,254,1
893,32,131,110,254,92,54,245,523,432,0
-1,32,-1,110,254,92,54,-1,523,-1,0
-1,32,131,-1,254,92,54,245,523,432,0
893,-1,131,-1,254,-1,-1,-1,-1,432,0
122,234,7,360,117,92,133,893,145,98,1
122,234,7,-1,-1,-1,-1,893,145,-1,1
122,234,7,360,-1,92,133,893,-1,98,1
122,234,7,360,117,92,133,893,-1,98,1
92,133,893,145,98,122,234,7,360,117,0
-1,133,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,893,145,-1,122,234,-1,-1,-1,0
92,133,893,-1,-1,-1,-1,-1,360,117,0
122,35,84,202,25,82,107,142,222,44,1
122,-1,-1,202,25,-1,107,142,222,44,1
122,35,-1,202,-1,82,107,-1,222,44,1
-1,35,-1,-1,-1,82,-1,142,222,-1,1
82,107,142,222,44,122,35,84,202,25,0
82,-1,142,-1,-1,-1,35,-1,-1,-1,0
82,-1,-1,222,-1,-1,-1,84,-1,25,0
-1,107,142,222,-1,122,35,84,202,25,0
266,31,711,67,147,58,104,157,18,412,1
-1,31,-1,67,-1,-1,104,-1,-1,-1,1
-1,31,711,67,147,58,104,-1,18,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,18,-1,1
58,104,157,18,412,266,31,711,67,147,0
58,104,157,-1,412,266,31,-1,-1,147,0
-1,-1,-1,-1,412,266,31,-1,-1,147,0
58,-1,-1,-1,-1,-1,31,-1,-1,-1,0
897,876,103,29,555,2,234,711,804,117,0
897,876,103,-1,-1,2,234,-1,804,-1,0
-1,-1,103,-1,-1,-1,234,-1,-1,-1,0
-1,-1,103,-1,555,-1,234,711,-1,117,0
2,234,711,804,117,897,876,103,29,555,1
2,234,-1,804,-1,897,876,-1,29,555,1
-1,-1,-1,-1,-1,897,-1,-1,-1,-1,1
-1,-1,-1,804,-1,-1,876,103,-1,555,1
19,33,245,74,22,429,56,101,67,99,1
-1,-1,-1,-1,-1,-1,-1,-1,67,-1,1
19,33,-1,74,-1,429,-1,-1,67,99,1
19,-1,245,-1,-1,-1,56,-1,-1,99,1
429,56,101,67,99,19,33,245,74,22,0
-1,-1,-1,-1,99,-1,-1,-1,-1,-1,0
-1,56,-1,-1,99,-1,33,-1,-1,22,0
-1,56,-1,-1,-1,19,33,-1,-1,-1,0
41,20,777,110,201,67,104,112,222,89,0
-1,20,-1,-1,201,-1,104,-1,-1,-1,0
-1,20,-1,110,-1,67,104,112,222,89,0
41,20,-1,110,201,67,-1,-1,222,-1,0
67,104,112,222,89,41,20,777,110,201,1
-1,104,-1,-1,-1,-1,20,-1,-1,-1,1
67,-1,-1,-1,89,41,-1,777,110,-1,1
67,104,112,-1,89,41,20,777,110,201,1
114,19,103,202,147,24,91,555,29,412,1
-1,-1,-1,-1,-1,24,91,555,29,412,1
-1,-1,103,-1,-1,24,91,555,29,412,1
-1,-1,103,202,-1,24,-1,555,-1,412,1
24,91,555,29,412,114,19,103,202,147,0
24,91,-1,29,412,114,19,103,202,147,0
-1,-1,-1,-1,-1,114,-1,-1,-1,-1,0
-1,-1,-1,29,-1,114,-1,-1,202,147,0
114,120,55,145,101,23,77,103,22,223,0
-1,-1,-1,-1,-1,-1,77,-1,-1,-1,0
114,120,-1,-1,101,23,-1,-1,22,223,0
114,120,-1,145,-1,23,-1,103,22,-1,0
23,77,103,22,223,114,120,55,145,101,1
23,-1,-1,-1,223,-1,120,55,145,101,1
-1,77,103,22,223,114,120,55,145,101,1
-1,77,103,-1,223,114,120,-1,145,101,1
82,5,910,18,201,6,122,54,45,98,0
-1,5,-1,-1,-1,-1,-1,-1,-1,98,0
-1,-1,-1,18,-1,6,-1,-1,-1,-1,0
-1,-1,-1,18,201,6,122,54,45,-1,0
6,122,54,45,98,82,5,910,18,201,1
6,122,-1,-1,98,82,-1,910,-1,201,1
6,-1,54,-1,98,82,5,-1,18,201,1
6,122,54,-1,-1,82,-1,910,18,201,1
122,107,245,81,161,86,33,777,202,40,1
-1,-1,-1,81,-1,-1,-1,-1,202,-1,1
-1,107,245,81,161,86,33,777,202,40,1
122,107,-1,81,161,86,33,777,202,40,1
86,33,777,202,40,122,107,245,81,161,0
-1,33,777,202,40,122,107,245,-1,161,0
86,-1,777,202,40,-1,107,245,-1,161,0
86,-1,777,202,40,-1,107,245,-1,161,0
54,102,238,21,89,58,31,55,51,412,0
54,102,238,-1,89,58,31,55,51,412,0
54,-1,-1,-1,89,-1,-1,-1,-1,-1,0
54,102,238,21,89,-1,31,-1,51,412,0
58,31,55,51,412,54,102,238,21,89,1
58,31,55,51,412,54,102,-1,-1,89,1
58,31,55,-1,-1,-1,-1,-1,-1,-1,1
58,-1,-1,-1,412,54,-1,238,21,89,1
17,32,92,202,111,79,64,85,22,26,0
-1,-1,-1,-1,111,-1,-1,85,-1,26,0
-1,32,92,202,111,-1,64,85,-1,26,0
-1,32,92,-1,111,-1,-1,-1,-1,26,0
79,64,85,22,26,17,32,92,202,111,1
-1,-1,-1,-1,-1,-1,-1,92,-1,-1,1
79,64,85,22,-1,17,32,92,-1,111,1
-1,64,85,22,-1,17,32,92,202,111,1
74,102,103,145,161,133,91,13,221,350,0
74,102,103,-1,-1,-1,91,13,-1,-1,0
74,102,103,145,-1,133,91,13,221,350,0
-1,-1,103,145,-1,-1,-1,-1,221,-1,0
133,91,13,221,350,74,102,103,145,161,1
-1,91,-1,-1,350,74,-1,103,-1,-1,1
133,91,13,221,-1,74,102,103,145,161,1
-1,-1,-1,-1,-1,-1,102,103,-1,-1,1
62,11,246,29,350,98,33,7,8,111,1
-1,11,246,29,350,98,-1,-1,-1,111,1
62,11,246,29,-1,98,33,-1,8,-1,1
62,-1,246,29,350,-1,33,7,8,-1,1
98,33,7,8,111,62,11,246,29,350,0
98,33,7,8,-1,62,11,-1,29,350,0
-1,33,7,8,111,62,11,246,29,350,0
98,33,-1,8,111,-1,11,246,29,-1,0
84,98,58,202,43,122,107,157,800,267,0
-1,-1,-1,-1,-1,122,-1,-1,-1,-1,0
-1,-1,-1,-1,43,-1,-1,-1,-1,267,0
84,98,58,202,43,122,107,157,800,-1,0
122,107,157,800,267,84,98,58,202,43,1
-1,107,157,800,-1,-1,-1,-1,-1,43,1
-1,-1,157,800,-1,-1,98,-1,-1,43,1
122,-1,157,-1,-1,84,98,-1,202,43,1
223,33,80,222,412,86,120,31,18,235,0
-1,33,-1,222,-1,-1,-1,31,-1,-1,0
223,33,80,222,412,86,120,-1,18,235,0
-1,-1,-1,-1,412,-1,120,31,-1,-1,0
86,120,31,18,235,223,33,80,222,412,1
-1,-1,-1,18,235,-1,-1,80,222,-1,1
86,120,31,-1,-1,223,33,80,222,-1,1
86,-1,31,-1,-1,223,33,-1,-1,-1,1
58,64,61,29,63,86,113,131,236,201,1
58,-1,61,29,63,86,113,131,236,201,1
58,64,61,29,63,86,113,131,-1,201,1
-1,64,61,-1,63,-1,113,-1,-1,-1,1
86,113,131,236,201,58,64,61,29,63,0
86,113,131,-1,-1,-1,64,61,-1,63,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,63,0
86,-1,-1,-1,-1,58,-1,61,-1,-1,0
