ally_top,ally_jungle,ally_mid,ally_adc,ally_supp,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_supp,target_win
-1,102,-1,-1,117,-1,-1,-1,81,63,0
10,102,157,51,117,83,-1,-1,-1,63,0
-1,102,-1,51,117,-1,234,38,81,63,0
83,234,38,81,63,10,102,157,51,117,1
-1,-1,-1,-1,-1,-1,-1,-1,51,117,1
83,-1,38,-1,-1,10,-1,-1,51,117,1
-1,234,-1,81,63,10,-1,157,51,117,1
75,24,910,145,43,2,950,90,22,147,1
-1,-1,910,145,-1,-1,-1,-1,22,-1,1
-1,-1,-1,145,43,2,-1,90,22,147,1
-1,24,910,-1,43,2,950,-1,22,147,1
2,950,90,22,147,75,24,910,145,43,0
2,-1,-1,22,147,75,24,910,145,43,0
-1,-1,-1,-1,-1,75,-1,-1,-1,43,0
2,950,-1,22,147,-1,24,910,-1,43,0
82,113,75,67,350,266,64,805,51,201,0
-1,-1,-1,-1,350,-1,-1,-1,-1,-1,0
-1,113,75,67,350,-1,-1,805,51,-1,0
82,-1,75,67,-1,-1,-1,805,51,201,0
266,64,805,51,201,82,113,75,67,350,1
-1,64,805,-1,201,82,113,75,67,350,1
-1,-1,-1,-1,-1,-1,-1,75,-1,-1,1
266,-1,-1,-1,-1,-1,113,75,-1,350,1
126,102,711,202,235,150,17,10,145,53,1
-1,-1,711,-1,-1,-1,-1,10,-1,-1,1
-1,102,-1,202,-1,-1,17,-1,145,53,1
126,102,711,-1,-1,-1,17,10,145,-1,1
150,17,10,145,53,126,102,711,202,235,0
150,-1,10,145,-1,126,102,-1,202,235,0
-1,-1,-1,-1,53,-1,-1,-1,-1,-1,0
150,17,-1,-1,-1,126,-1,-1,-1,-1,0
223,11,134,222,432,98,106,3,96,117,1
-1,11,-1,222,-1,-1,106,-1,96,-1,1
223,11,-1,222,-1,98,106,3,96,117,1
-1,11,-1,-1,-1,98,-1,-1,96,117,1
98,106,3,96,117,223,11,134,222,432,0
-1,106,3,-1,117,-1,-1,-1,-1,-1,0
98,106,3,96,117,-1,11,134,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,432,0
777,517,38,51,432,58,28,86,523,25,0
777,-1,38,51,432,58,28,86,523,25,0
777,517,38,51,-1,58,28,-1,523,25,0
-1,-1,-1,51,-1,-1,-1,86,523,-1,0
58,28,86,523,25,777,517,38,51,432,1
-1,28,86,523,-1,777,517,38,-1,-1,1
-1,-1,-1,-1,-1,-1,517,-1,-1,432,1
-1,-1,-1,523,-1,-1,-1,-1,-1,432,1
48,246,805,51,235,24,5,800,901,223,1
48,246,-1,51,-1,24,-1,800,901,223,1
-1,-1,-1,-1,235,-1,5,800,-1,223,1
-1,246,-1,51,-1,-1,-1,-1,901,-1,1
24,5,800,901,223,48,246,805,51,235,0
-1,5,800,-1,223,48,-1,-1,-1,-1,0
24,-1,800,-1,223,48,246,805,51,235,0
-1,-1,-1,901,223,-1,246,805,51,-1,0
82,234,711,21,25,79,56,157,136,235,1
82,234,711,21,25,79,56,-1,136,-1,1
-1,234,711,-1,25,-1,-1,-1,-1,-1,1
82,234,711,21,25,79,56,157,136,-1,1
79,56,157,136,235,82,234,711,21,25,0
-1,-1,157,-1,235,-1,-1,-1,21,25,0
-1,-1,-1,136,-1,-1,-1,-1,-1,-1,0
79,56,157,-1,235,-1,-1,711,21,25,0
80,36,268,22,37,68,57,166,145,235,0
-1,-1,-1,-1,-1,-1,-1,166,-1,235,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,235,0
-1,36,-1,-1,37,68,57,166,-1,235,0
68,57,166,145,235,80,36,268,22,37,1
68,57,166,145,235,80,36,268,22,-1,1
-1,57,166,145,-1,80,36,268,22,-1,1
68,-1,166,145,235,80,36,268,-1,37,1
36,200,238,119,111,75,141,136,901,235,1
36,-1,-1,-1,111,75,141,136,901,235,1
-1,200,-1,-1,-1,-1,-1,-1,-1,235,1
-1,-1,-1,-1,-1,75,141,-1,-1,-1,1
75,141,136,901,235,36,200,238,119,111,0
-1,-1,-1,-1,-1,-1,-1,238,119,111,0
-1,141,-1,901,-1,36,200,238,119,111,0
-1,-1,-1,-1,-1,36,-1,-1,-1,111,0
164,121,103,804,25,114,28,34,51,147,0
164,121,-1,804,25,-1,-1,-1,-1,147,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,147,0
-1,121,103,804,25,-1,28,34,-1,147,0
114,28,34,51,147,164,121,103,804,25,1
114,28,-1,51,147,-1,-1,-1,-1,25,1
114,28,34,-1,147,164,121,-1,804,-1,1
-1,28,-1,-1,147,164,-1,-1,-1,25,1
58,28,800,804,117,86,9,517,18,16,0
58,28,-1,804,117,86,9,517,18,-1,0
-1,-1,-1,804,-1,-1,9,-1,-1,-1,0
-1,-1,-1,-1,117,-1,-1,517,18,-1,0
86,9,517,18,16,58,28,800,804,117,1
86,-1,-1,-1,16,58,28,-1,804,117,1
-1,-1,-1,18,-1,-1,-1,800,804,117,1
86,-1,-1,-1,-1,-1,-1,800,-1,-1,1
777,28,131,81,99,10,517,238,51,43,0
-1,-1,-1,-1,-1,10,-1,238,-1,-1,0
777,-1,131,-1,-1,-1,-1,-1,51,43,0
-1,28,-1,81,-1,10,-1,238,51,43,0
10,517,238,51,43,777,28,131,81,99,1
-1,-1,238,51,-1,-1,-1,-1,81,-1,1
10,-1,-1,-1,43,-1,-1,-1,-1,-1,1
10,517,238,51,-1,777,28,131,81,99,1
58,23,10,804,37,114,200,62,222,45,0
-1,-1,-1,-1,37,-1,200,-1,-1,-1,0
58,23,10,804,37,114,200,62,222,-1,0
58,-1,-1,804,-1,114,-1,62,-1,-1,0
114,200,62,222,45,58,23,10,804,37,1
114,200,62,-1,-1,58,23,10,-1,37,1
-1,-1,-1,222,-1,-1,-1,-1,804,-1,1
114,200,62,222,-1,58,-1,10,804,37,1
429,203,238,134,111,901,77,103,222,89,1
-1,203,-1,-1,111,901,-1,103,222,-1,1
429,-1,-1,-1,-1,-1,77,-1,222,-1,1
429,-1,-1,134,111,-1,-1,103,-1,89,1
901,77,103,222,89,429,203,238,134,111,0
901,77,103,-1,89,-1,203,238,134,111,0
-1,-1,-1,222,89,-1,-1,-1,-1,111,0
901,77,103,-1,89,429,203,-1,-1,-1,0
36,62,34,99,142,54,91,805,22,147,0
-1,-1,-1,99,-1,-1,91,805,22,147,0
36,-1,-1,-1,142,-1,-1,-1,-1,-1,0
36,-1,34,99,-1,-1,91,805,22,147,0
54,91,805,22,147,36,62,34,99,142,1
-1,-1,805,-1,-1,-1,62,-1,99,142,1
-1,91,-1,22,147,-1,-1,34,99,-1,1
-1,-1,805,22,147,36,62,34,-1,-1,1
266,254,7,81,80,54,113,75,51,267,0
266,254,-1,81,80,-1,113,75,51,267,0
266,-1,7,-1,80,54,113,75,-1,-1,0
-1,254,-1,-1,-1,-1,-1,-1,-1,-1,0
54,113,75,51,267,266,254,7,81,80,1
-1,113,75,51,267,-1,254,7,81,80,1
-1,113,75,51,267,266,254,7,81,-1,1
54,113,75,-1,267,266,254,7,81,-1,1
875,56,90,523,800,114,246,101,67,12,0
-1,-1,-1,-1,-1,-1,246,-1,-1,12,0
-1,56,90,523,-1,114,-1,-1,-1,-1,0
875,-1,-1,-1,800,-1,246,-1,67,12,0
114,246,101,67,12,875,56,90,523,800,1
114,-1,-1,-1,-1,875,56,90,-1,-1,1
114,-1,-1,-1,-1,-1,56,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,800,1
86,28,103,81,43,112,904,38,498,80,1
86,-1,103,-1,-1,-1,-1,38,-1,80,1
-1,28,103,81,43,112,-1,38,498,-1,1
-1,-1,-1,81,-1,112,-1,-1,498,80,1
112,904,38,498,80,86,28,103,81,43,0
-1,-1,-1,498,-1,86,-1,-1,81,-1,0
-1,-1,-1,-1,80,86,28,103,-1,-1,0
112,904,38,-1,80,86,28,103,81,43,0
10,427,131,15,235,266,64,134,145,53,0
-1,427,-1,15,-1,-1,-1,-1,-1,53,0
10,427,131,-1,235,-1,64,134,145,53,0
-1,-1,-1,15,235,-1,64,-1,-1,-1,0
266,64,134,145,53,10,427,131,15,235,1
-1,-1,-1,-1,-1,-1,427,131,-1,-1,1
-1,-1,134,145,-1,10,427,131,-1,235,1
-1,-1,134,145,-1,-1,-1,131,-1,-1,1
90,33,166,222,89,19,254,112,498,267,0
-1,-1,-1,-1,-1,-1,254,-1,-1,-1,0
-1,33,-1,-1,-1,-1,-1,112,498,-1,0
-1,-1,-1,-1,-1,-1,254,-1,-1,-1,0
19,254,112,498,267,90,33,166,222,89,1
-1,254,-1,-1,-1,-1,33,166,-1,-1,1
19,-1,112,498,267,90,33,166,222,89,1
-1,-1,112,-1,-1,-1,-1,-1,-1,-1,1
122,246,103,81,143,82,64,127,222,267,0
122,-1,-1,81,143,-1,64,-1,222,267,0
-1,-1,-1,-1,-1,-1,-1,127,-1,267,0
122,-1,103,-1,-1,-1,-1,127,-1,-1,0
82,64,127,222,267,122,246,103,81,143,1
82,64,127,222,-1,122,246,103,81,143,1
82,-1,-1,-1,267,122,-1,103,81,143,1
-1,64,-1,222,267,122,246,-1,81,143,1
17,876,13,901,412,75,141,112,22,16,0
17,-1,-1,-1,-1,75,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0
-1,-1,-1,-1,-1,-1,-1,-1,22,-1,0
75,141,112,22,16,17,876,13,901,412,1
-1,-1,-1,-1,16,-1,-1,-1,-1,-1,1
-1,141,112,22,16,17,876,13,901,412,1
75,-1,-1,22,16,-1,-1,13,901,412,1
516,64,4,18,201,114,233,39,51,555,0
-1,-1,4,18,201,114,-1,-1,-1,-1,0
516,64,4,18,201,-1,233,39,51,555,0
516,64,4,18,201,114,233,39,-1,-1,0
114,233,39,51,555,516,64,4,18,201,1
114,233,39,51,-1,516,64,4,18,201,1
-1,-1,-1,-1,555,-1,-1,-1,18,201,1
114,233,39,-1,555,-1,64,4,18,201,1
6,245,8,804,60,223,234,101,202,99,1
6,-1,-1,-1,60,-1,-1,101,202,-1,1
-1,-1,8,804,60,-1,234,101,-1,99,1
6,245,8,804,60,223,-1,101,202,99,1
223,234,101,202,99,6,245,8,804,60,0
223,-1,101,-1,-1,-1,-1,-1,804,60,0
-1,234,-1,-1,-1,-1,-1,-1,-1,60,0
223,-1,-1,202,-1,6,245,8,804,-1,0
10,56,777,51,902,875,105,893,45,412,1
10,56,-1,-1,902,-1,-1,893,-1,-1,1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,56,777,-1,902,875,-1,893,45,412,1
875,105,893,45,412,10,56,777,51,902,0
-1,105,-1,-1,-1,-1,-1,-1,-1,902,0
-1,105,-1,45,412,10,56,-1,-1,-1,0
-1,-1,-1,-1,-1,10,-1,-1,-1,902,0
420,11,103,804,201,27,107,893,901,45,1
-1,-1,-1,-1,-1,-1,-1,893,-1,-1,1
420,11,103,804,201,27,-1,-1,901,45,1
420,11,-1,804,-1,27,107,893,901,45,1
27,107,893,901,45,420,11,103,804,201,0
-1,107,-1,-1,-1,-1,-1,-1,804,-1,0
27,107,893,901,-1,420,11,103,804,-1,0
-1,-1,893,901,-1,420,11,-1,804,201,0
516,78,99,15,34,114,200,136,51,89,1
-1,78,-1,15,-1,-1,200,136,51,-1,1
-1,-1,-1,-1,-1,-1,-1,136,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,89,1
114,200,136,51,89,516,78,99,15,34,0
-1,-1,136,-1,-1,516,78,-1,-1,-1,0
-1,200,-1,51,-1,-1,78,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,99,-1,-1,0
36,19,134,145,117,10,107,61,777,412,0
36,19,134,145,117,10,-1,61,777,412,0
36,19,-1,145,117,10,107,61,777,412,0
-1,-1,-1,-1,117,-1,107,-1,-1,-1,0
10,107,61,777,412,36,19,134,145,117,1
-1,-1,61,-1,412,-1,19,-1,145,117,1
10,107,-1,777,412,36,19,-1,-1,117,1
-1,-1,61,-1,412,-1,-1,-1,-1,-1,1
17,517,39,51,80,86,31,777,115,147,1
-1,-1,39,51,-1,-1,-1,-1,115,-1,1
-1,517,-1,-1,-1,-1,-1,-1,-1,-1,1
17,517,39,51,80,86,31,-1,115,147,1
86,31,777,115,147,17,517,39,51,80,0
86,-1,777,-1,147,17,517,39,51,80,0
86,31,777,-1,-1,-1,517,-1,51,80,0
86,-1,-1,-1,147,17,517,39,-1,80,0
75,876,157,222,89,86,200,112,777,25,0
-1,-1,157,222,-1,-1,-1,112,777,-1,0
75,876,157,222,89,86,200,-1,777,25,0
-1,-1,-1,-1,-1,-1,-1,-1,777,-1,0
86,200,112,777,25,75,876,157,222,89,1
86,200,-1,777,25,75,876,157,-1,89,1
-1,-1,-1,-1,25,-1,-1,-1,-1,-1,1
86,200,112,777,25,75,-1,157,-1,-1,1
90,887,103,360,497,83,876,805,30,89,1
90,887,-1,-1,-1,-1,-1,805,-1,-1,1
90,-1,103,360,497,83,-1,805,30,89,1
-1,887,-1,-1,-1,-1,-1,-1,-1,-1,1
83,876,805,30,89,90,887,103,360,497,0
-1,876,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,89,-1,-1,-1,-1,-1,0
83,-1,805,30,89,90,887,-1,360,497,0
79,107,166,18,63,50,56,55,804,518,0
-1,107,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,107,-1,-1,-1,50,-1,-1,-1,-1,0
79,-1,-1,18,63,50,56,-1,804,518,0
50,56,55,804,518,79,107,166,18,63,1
-1,-1,-1,804,-1,-1,-1,-1,-1,-1,1
-1,-1,55,804,-1,79,-1,-1,-1,-1,1
-1,-1,55,-1,518,79,-1,166,-1,63,1
57,62,163,18,267,897,427,83,51,412,1
-1,-1,163,18,-1,-1,-1,83,51,412,1
-1,-1,163,-1,-1,-1,-1,-1,-1,-1,1
57,62,163,18,267,897,-1,83,-1,412,1
897,427,83,51,412,57,62,163,18,267,0
897,-1,83,-1,412,57,62,163,-1,-1,0
897,427,83,-1,412,57,62,163,18,-1,0
897,427,-1,-1,412,-1,62,-1,-1,267,0
54,80,127,21,201,6,5,55,429,202,1
-1,-1,-1,21,-1,-1,5,55,429,-1,1
-1,-1,127,21,-1,6,5,55,429,202,1
-1,-1,-1,21,201,-1,-1,55,-1,202,1
6,5,55,429,202,54,80,127,21,201,0
6,5,55,-1,-1,54,80,127,21,201,0
-1,5,55,429,202,-1,80,-1,-1,201,0
6,5,-1,429,-1,54,-1,127,-1,-1,0
154,64,112,157,117,114,11,38,910,89,1
154,64,112,157,-1,114,11,38,910,89,1
-1,-1,-1,157,-1,-1,-1,-1,-1,-1,1
154,-1,-1,157,-1,114,11,-1,-1,89,1
114,11,38,910,89,154,64,112,157,117,0
-1,-1,38,910,-1,-1,64,112,157,-1,0
114,11,38,910,89,-1,64,-1,157,117,0
114,-1,38,910,89,154,64,-1,-1,-1,0
14,427,711,99,50,8,35,3,236,80,1
14,-1,711,-1,-1,-1,-1,-1,236,-1,1
14,427,711,-1,50,-1,-1,3,236,-1,1
-1,427,711,-1,-1,-1,35,-1,236,80,1
8,35,3,236,80,14,427,711,99,50,0
8,-1,-1,-1,80,-1,-1,711,99,50,0
8,35,3,236,-1,-1,427,711,99,50,0
-1,35,3,236,-1,14,427,711,99,50,0
777,64,34,96,26,31,421,157,119,99,1
777,64,34,-1,-1,-1,-1,157,-1,99,1
777,64,34,96,26,31,-1,157,-1,99,1
-1,64,-1,96,26,-1,-1,157,119,-1,1
31,421,157,119,99,777,64,34,96,26,0
-1,-1,-1,119,-1,-1,-1,-1,-1,-1,0
31,421,157,119,-1,777,64,34,-1,-1,0
31,421,-1,119,99,-1,-1,34,-1,-1,0
904,91,105,145,147,157,20,268,45,25,1
904,91,105,-1,147,157,20,268,45,25,1
-1,-1,-1,-1,-1,157,-1,-1,-1,-1,1
-1,91,-1,-1,-1,-1,20,-1,45,-1,1
157,20,268,45,25,904,91,105,145,147,0
-1,20,-1,45,25,-1,91,105,-1,147,0
-1,-1,-1,-1,-1,-1,-1,105,-1,-1,0
157,-1,268,-1,-1,904,91,-1,-1,-1,0
126,56,7,51,99,17,48,43,157,40,1
126,56,7,51,99,-1,-1,43,-1,-1,1
126,56,-1,-1,-1,17,-1,-1,-1,40,1
-1,56,-1,51,99,-1,48,-1,-1,-1,1
17,48,43,157,40,126,56,7,51,99,0
17,48,43,157,40,126,56,7,-1,99,0
17,48,-1,157,-1,126,-1,7,51,99,0
-1,-1,-1,-1,40,-1,-1,7,51,99,0
55,203,105,804,164,875,876,238,145,412,0
55,203,105,804,-1,875,-1,238,145,412,0
55,203,105,804,164,-1,876,238,-1,412,0
-1,203,105,804,164,875,-1,238,145,412,0
875,876,238,145,412,55,203,105,804,164,1
-1,-1,-1,-1,-1,55,-1,-1,-1,-1,1
875,876,238,-1,-1,55,203,105,804,-1,1
-1,-1,238,-1,-1,-1,203,-1,-1,164,1
122,246,69,110,44,17,56,38,202,111,0
122,-1,-1,-1,44,17,56,38,-1,-1,0
122,246,69,110,-1,17,-1,38,-1,111,0
-1,-1,69,-1,44,-1,-1,-1,-1,-1,0
17,56,38,202,111,122,246,69,110,44,1
17,56,38,202,111,122,-1,69,-1,44,1
-1,-1,-1,-1,-1,122,246,69,-1,-1,1
17,56,38,202,111,122,-1,69,110,44,1
6,64,7,51,235,85,78,131,221,117,1
6,64,-1,51,235,85,-1,-1,-1,117,1
6,64,-1,51,235,85,78,131,221,-1,1
-1,-1,7,-1,235,-1,-1,131,221,117,1
85,78,131,221,117,6,64,7,51,235,0
85,78,131,221,-1,6,-1,7,-1,-1,0
85,-1,131,-1,117,6,-1,-1,-1,235,0
-1,-1,-1,221,117,-1,-1,-1,-1,235,0
39,120,12,222,201,27,777,7,81,526,0
39,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,222,-1,27,-1,7,-1,526,0
-1,120,-1,-1,201,-1,-1,-1,-1,-1,0
27,777,7,81,526,39,120,12,222,201,1
27,-1,7,-1,-1,39,120,12,222,201,1
27,777,-1,-1,-1,39,-1,12,222,-1,1
27,-1,-1,81,526,-1,-1,-1,222,201,1
114,56,90,18,412,19,104,38,81,99,1
114,56,90,18,412,-1,104,-1,-1,99,1
114,56,-1,-1,412,-1,104,38,81,99,1
-1,56,-1,18,412,19,104,38,-1,99,1
19,104,38,81,99,114,56,90,18,412,0
-1,-1,-1,-1,99,-1,-1,90,-1,-1,0
19,104,-1,-1,99,114,-1,-1,-1,412,0
-1,104,38,81,99,114,-1,90,18,412,0
516,19,45,51,101,75,120,238,22,89,0
516,19,45,-1,-1,-1,120,238,22,89,0
516,-1,45,51,101,-1,120,238,22,89,0
-1,-1,-1,-1,-1,-1,120,-1,-1,-1,0
75,120,238,22,89,516,19,45,51,101,1
-1,-1,-1,-1,-1,516,19,45,-1,-1,1
-1,-1,-1,-1,-1,516,-1,45,51,101,1
-1,-1,-1,-1,89,-1,19,-1,-1,-1,1
122,32,7,202,53,17,31,131,222,25,0
-1,-1,7,-1,-1,-1,31,-1,222,-1,0
122,32,7,-1,-1,-1,31,131,222,25,0
-1,-1,-1,202,-1,17,31,-1,222,-1,0
17,31,131,222,25,122,32,7,202,53,1
17,-1,-1,222,25,-1,32,-1,202,-1,1
-1,-1,-1,-1,-1,-1,32,-1,-1,-1,1
17,31,-1,222,-1,-1,-1,7,202,-1,1
36,200,805,51,101,910,35,238,22,99,0
36,200,805,-1,101,-1,35,238,22,99,0
-1,200,805,51,101,910,35,238,-1,99,0
-1,200,-1,51,101,910,35,238,22,99,0
910,35,238,22,99,36,200,805,51,101,1
910,-1,-1,22,-1,-1,-1,-1,-1,101,1
910,-1,238,22,-1,36,200,805,51,101,1
-1,-1,238,-1,-1,-1,-1,-1,-1,-1,1
122,31,517,51,350,14,35,246,222,902,1
122,31,517,51,-1,14,-1,246,222,-1,1
-1,31,-1,51,350,14,-1,-1,222,-1,1
122,31,-1,-1,-1,-1,-1,-1,-1,-1,1
14,35,246,222,902,122,31,517,51,350,0
-1,-1,246,222,-1,-1,31,517,-1,350,0
14,35,246,-1,902,122,-1,517,51,350,0
-1,35,246,-1,-1,-1,-1,-1,-1,350,0
14,62,777,29,902,84,233,4,45,35,1
-1,62,777,-1,-1,-1,-1,-1,-1,35,1
14,62,-1,29,902,-1,233,4,45,35,1
14,62,-1,29,-1,84,-1,4,45,35,1
84,233,4,45,35,14,62,777,29,902,0
84,-1,4,-1,-1,14,62,777,29,902,0
84,233,4,45,-1,14,62,777,29,902,0
84,-1,-1,-1,-1,-1,-1,777,-1,902,0
420,164,517,901,53,6,36,3,498,267,0
-1,-1,-1,-1,-1,-1,36,-1,-1,267,0
420,164,517,901,53,6,36,3,-1,267,0
420,-1,517,901,53,-1,-1,3,498,267,0
6,36,3,498,267,420,164,517,901,53,1
6,36,3,498,267,420,164,-1,901,53,1
-1,-1,-1,-1,-1,-1,-1,517,-1,-1,1
-1,-1,-1,-1,267,-1,-1,517,-1,-1,1
805,427,3,51,80,122,113,131,222,16,1
805,-1,3,-1,80,122,113,-1,222,-1,1
-1,-1,-1,51,-1,-1,113,-1,-1,16,1
-1,427,-1,-1,-1,-1,-1,131,-1,-1,1
122,113,131,222,16,805,427,3,51,80,0
-1,-1,131,222,16,-1,427,-1,51,80,0
122,-1,131,222,16,805,427,3,51,80,0
-1,113,-1,222,16,-1,-1,3,51,-1,0
98,11,112,80,16,166,90,238,202,12,1
-1,-1,-1,80,-1,-1,90,-1,202,-1,1
-1,11,-1,-1,-1,-1,-1,-1,202,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,12,1
166,90,238,202,12,98,11,112,80,16,0
-1,90,238,-1,-1,98,11,-1,80,16,0
-1,-1,-1,-1,-1,-1,-1,-1,80,-1,0
-1,-1,238,-1,12,98,-1,-1,-1,16,0
96,19,45,51,26,98,246,103,14,555,1
-1,-1,45,51,26,98,246,-1,-1,-1,1
96,19,45,51,26,-1,246,103,14,555,1
96,19,45,51,-1,-1,246,103,14,555,1
98,246,103,14,555,96,19,45,51,26,0
98,246,103,14,555,-1,-1,45,51,26,0
98,246,-1,14,555,96,-1,45,51,26,0
-1,246,-1,14,555,96,-1,-1,51,26,0
24,28,805,81,497,777,121,134,29,147,0
24,28,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,497,-1,-1,-1,-1,147,0
24,28,805,-1,497,777,121,134,-1,147,0
777,121,134,29,147,24,28,805,81,497,1
-1,-1,134,29,147,-1,-1,805,-1,497,1
777,-1,-1,29,147,24,-1,805,81,497,1
777,121,134,29,147,-1,28,805,81,-1,1
54,11,238,110,267,50,59,112,804,555,1
54,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
54,-1,-1,-1,-1,-1,-1,112,-1,555,1
-1,-1,-1,-1,267,-1,-1,-1,-1,-1,1
50,59,112,804,555,54,11,238,110,267,0
-1,-1,-1,-1,555,-1,-1,-1,-1,-1,0
-1,-1,-1,804,-1,-1,11,-1,110,-1,0
-1,-1,-1,-1,555,54,11,-1,-1,-1,0
58,131,55,51,267,6,950,112,15,78,1
58,-1,-1,-1,-1,-1,-1,112,-1,-1,1
58,-1,-1,51,267,-1,-1,-1,-1,-1,1
-1,131,55,51,-1,-1,-1,-1,-1,78,1
6,950,112,15,78,58,131,55,51,267,0
-1,950,112,-1,-1,-1,-1,55,-1,267,0
6,-1,-1,-1,-1,-1,131,-1,-1,-1,0
6,-1,112,15,78,58,131,55,51,267,0
777,876,157,42,267,86,200,910,18,111,1
-1,876,157,42,-1,86,200,910,18,-1,1
-1,-1,-1,42,267,86,200,-1,-1,-1,1
777,876,157,42,267,86,-1,910,18,-1,1
86,200,910,18,111,777,876,157,42,267,0
-1,200,-1,18,111,777,-1,-1,42,267,0
-1,-1,-1,18,-1,-1,-1,-1,-1,-1,0
-1,200,910,-1,-1,-1,-1,-1,-1,267,0
875,234,711,202,412,86,91,893,29,63,1
875,234,-1,202,412,-1,-1,893,-1,63,1
875,234,-1,-1,-1,86,-1,893,-1,63,1
875,234,711,202,412,-1,91,-1,29,63,1
86,91,893,29,63,875,234,711,202,412,0
86,91,-1,29,-1,-1,-1,711,-1,412,0
-1,91,-1,29,63,-1,234,-1,202,-1,0
86,-1,893,-1,-1,875,234,711,-1,412,0
34,91,55,4,412,17,56,84,51,37,1
34,-1,55,-1,412,-1,56,84,51,-1,1
-1,-1,55,4,412,17,56,84,-1,37,1
-1,-1,55,4,412,17,-1,-1,51,-1,1
17,56,84,51,37,34,91,55,4,412,0
-1,56,-1,-1,37,-1,-1,-1,-1,-1,0
-1,56,84,51,-1,34,91,55,4,412,0
-1,-1,-1,51,-1,-1,-1,55,-1,-1,0
82,200,63,21,89,54,876,157,81,235,1
82,200,63,-1,89,54,876,157,81,235,1
82,-1,-1,21,89,54,-1,-1,-1,-1,1
82,200,63,21,89,54,876,157,-1,235,1
54,876,157,81,235,82,200,63,21,89,0
54,876,-1,81,-1,-1,200,-1,-1,-1,0
54,876,-1,-1,235,-1,200,63,21,89,0
-1,-1,-1,-1,235,-1,-1,63,21,-1,0
113,120,711,134,117,86,154,246,51,432,1
113,120,-1,134,117,-1,154,246,51,432,1
113,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,711,-1,117,86,154,-1,51,432,1
86,154,246,51,432,113,120,711,134,117,0
-1,154,-1,51,432,-1,-1,711,-1,-1,0
-1,-1,-1,-1,-1,-1,120,-1,-1,-1,0
86,154,-1,51,432,-1,-1,711,134,117,0
126,517,3,222,432,777,950,103,45,53,1
-1,-1,3,-1,-1,777,-1,103,45,-1,1
-1,-1,3,222,432,-1,-1,103,-1,53,1
-1,517,3,222,432,777,950,103,45,53,1
777,950,103,45,53,126,517,3,222,432,0
777,950,103,45,53,-1,517,-1,222,-1,0
777,950,-1,45,53,-1,517,3,222,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,222,-1,0
41,107,8,81,89,516,24,157,202,50,1
41,107,8,81,89,516,-1,157,-1,-1,1
41,107,8,81,89,516,-1,-1,202,50,1
41,107,-1,-1,89,516,24,157,202,50,1
516,24,157,202,50,41,107,8,81,89,0
-1,-1,-1,202,-1,41,-1,-1,-1,-1,0
-1,24,157,202,50,-1,107,-1,81,-1,0
516,24,157,202,-1,-1,107,-1,-1,-1,0
54,950,99,15,80,516,102,157,202,26,0
54,950,99,-1,80,516,102,157,202,26,0
-1,-1,99,15,-1,-1,-1,157,-1,-1,0
54,-1,-1,15,-1,-1,102,-1,202,26,0
516,102,157,202,26,54,950,99,15,80,1
-1,-1,-1,202,26,54,950,-1,-1,-1,1
516,102,157,202,-1,54,-1,99,15,80,1
516,-1,-1,-1,-1,-1,-1,-1,15,-1,1
875,56,34,429,9,83,19,18,895,43,0
-1,-1,-1,-1,-1,-1,-1,18,-1,-1,0
-1,-1,-1,429,-1,-1,19,-1,-1,-1,0
875,-1,-1,-1,-1,83,-1,-1,895,43,0
83,19,18,895,43,875,56,34,429,9,1
83,-1,18,-1,43,875,-1,-1,429,-1,1
83,19,18,895,43,875,56,-1,429,9,1
-1,19,18,895,43,875,56,34,429,9,1
10,86,800,804,44,17,200,45,21,89,0
10,86,800,804,-1,17,-1,-1,21,89,0
-1,-1,-1,-1,44,17,200,-1,-1,-1,0
10,-1,-1,-1,-1,-1,200,-1,-1,-1,0
17,200,45,21,89,10,86,800,804,44,1
17,-1,-1,21,89,10,86,800,-1,44,1
-1,-1,-1,-1,-1,10,-1,-1,-1,-1,1
-1,-1,45,-1,-1,-1,86,-1,-1,-1,1
98,113,8,498,147,48,20,39,523,412,1
-1,113,-1,498,-1,48,-1,39,-1,-1,1
98,-1,8,498,-1,48,-1,39,523,412,1
-1,-1,8,-1,-1,48,-1,39,-1,-1,1
